Geneid,Length,KO_PBS_642,KO_PBS_641,KO_PBS_638,KO_LPS_600,KO_LPS_194,KO_LPS_193,Control_PBS_175,Control_PBS_171,Control_PBS_170,Control_LPS_185,Control_LPS_184,Control_LPS_149
ENSMUSG00000085207,493,4,0,0,0,0,0,3,0,3,0,0,0
ENSMUSG00000086924,3018,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025372,4992,957,416,640,355,280,319,481,169,162,238,231,318
ENSMUSG00000025375,7159,1313,618,1237,384,429,687,1141,747,790,1452,1535,1274
ENSMUSG00000065600,98,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000105524,87,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113114,183,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039781,3833,306.5,137,339,128.5,91,146,335,255,303.5,282,234.5,253.5
ENSMUSG00000093075,112,2.5,0,8,0.5,0,0,6,0,2.5,3,1.5,2.5
ENSMUSG00000025377,3329,1224.33,511,1121,685,479,591,1359.17,738,975,493,692,609
ENSMUSG00000078572,834,162,56,119,106,42,131,112,42,57,90,100,78
ENSMUSG00000061306,6421,10015,6161,9464,10129,8509,12481,9181,7223,6522,7101,7766,6901
ENSMUSG00000085636,1657,6,0,13,4,14,22,12,6,7,18,7,7
ENSMUSG00000075389,3028,5,3,10,0,2,3,16,0,0,3,3,1
ENSMUSG00000086750,548,0,0,0,0,0,1,1,0,0,0,0,4
ENSMUSG00000043993,1588,84,38,37,4,0,4,77,20,22,6,16,15
ENSMUSG00000039741,11118,434,223.5,439.5,224,58.5,74,361.5,368.67,594,272.5,354.5,277.5
ENSMUSG00000085501,532,217,97,213,93,30,48,75,142,105,77,48,76
ENSMUSG00000104657,138,1.5,0,1,2.5,2.5,0,1.5,3.17,3,7,2.5,2.5
ENSMUSG00000062825,2658,12838.65,8270.93,12973.33,24725.56,19694.98,29366.42,6072.52,10967.6,10274.35,27500.68,25698.81,23714.71
ENSMUSG00000093264,84,251.07,128.54,222.89,469.5,332.16,532.73,120.62,197.33,191.5,517.5,432.23,407.92
ENSMUSG00000098955,64,19.25,4.38,10.62,21.25,15.62,11.5,3.88,2,1.25,20.38,24.12,16
ENSMUSG00000043644,619,39,7,14,12,2,15,8,12,14,28,14,10
ENSMUSG00000025380,2110,0,0,11,3,0,0,0,0,0,0,0,0
ENSMUSG00000025384,5212,961,581,979,666,589,616,1725,861,907,905,1012,984
ENSMUSG00000039703,4776,2807,1648,2735,2966,2496,3520,4235,2934,2584,2442,2530,2590
ENSMUSG00000039691,1802,8,2,5,12,0,0,6,3,0,0,0,0
ENSMUSG00000025386,2317,10,7,7,1,7,3,7,1,7,0,2,4
ENSMUSG00000039670,813,112,55,50,21,20,21,76,57,107,21,26,13
ENSMUSG00000049957,3803,616.5,333,579.5,676.17,680.77,661.17,757.5,547.5,521,570.33,624.5,621.67
ENSMUSG00000057594,2742,119,71,130,110,67,90,279,140,134,114,103,104
ENSMUSG00000116045,2908,985.5,541,835,984,687,1078,1539,949,1051.5,728.5,748,842
ENSMUSG00000025793,2980,985.5,541,835,985,687,1078,1539,949,1055.5,728.5,748,842
ENSMUSG00000039640,1532,574.5,278,506,470,374,548,710,443.5,527,450.5,401.5,425
ENSMUSG00000097658,933,0,0,3,0,0,0,8,0,0,0,0,0
ENSMUSG00000086929,562,7,0,0,6,4,0,0,0,0,0,0,0
ENSMUSG00000025792,3455,630,369,650,1625,773,1162,1219,317,454,516,393,552
ENSMUSG00000084983,1568,0.1,0,0,0,0.1,0,0,0,0,0,0,0
ENSMUSG00000025127,2621,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061111,1282,1930,1069,1881,1571,1290,1978,2655,1938,2154,1698,1706,1345
ENSMUSG00000025129,771,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025130,2861,18908,10720,19496,14933,15171,21759,19872,16027,14501,14582,15320,13189
ENSMUSG00000025132,2258,14884.5,9000,16803,15579.5,13072,20016,16320,12880,12425,15566,16309,13844.5
ENSMUSG00000102881,1168,0,0,5,0,1,0,4,18,0,0,0,0
ENSMUSG00000025134,3839,603,326.5,641,715,637,825.5,721,459,475,646.5,699.5,763
ENSMUSG00000025135,5057,743,421,708,383,397,609,731,544,585,599,474,386
ENSMUSG00000044034,542,2,0,6,2,0,5,4,12,1,3,16,1
ENSMUSG00000025137,4346,592,313.5,681.5,339.5,256.5,363,907,483.5,520.5,416,460,368
ENSMUSG00000025138,5148,2234,964.5,1839,1203.5,911.5,1277.5,2360.5,1870.5,1906,1114,1253.5,1366
ENSMUSG00000098282,54,7.5,7.5,3.5,4,0.5,1,2.5,3.5,4,0,2.5,1.5
ENSMUSG00000051510,5613,4446.5,2612,4356.5,2657.5,2562,3669.5,9778,4063,4742,5603,5889,5749.5
ENSMUSG00000097062,908,144,138,242,59,64,62,299,139,234,194,177,157
ENSMUSG00000025140,3935,17,11,25,19,22,25,24,33,34,31,26,30
ENSMUSG00000025141,992,175,76,115,22,9,7,175,245,269,98,65,69
ENSMUSG00000084822,1044,0,2,0,0,1,0,3,0,7,14,0,0
ENSMUSG00000042988,2408,0,0,0,0,0,0,1,0,0,5,0,3
ENSMUSG00000053613,2659,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025142,4770,1216,660,1141,581,547,715,1334,795,853,952,874,802
ENSMUSG00000090758,357,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025144,1077,451,232,523,283,154,332,280,251,321,244,272,230
ENSMUSG00000025145,3293,814,356,622,247,158,235,813,535,642,174,274,256
ENSMUSG00000018012,1293,86,23,108,63,40,77,180,103,82,148,143,145
ENSMUSG00000039450,1144,510,372,793,300,295,440,696,293,405,510,546,428
ENSMUSG00000025150,1327,20,10.5,19,19,42,43,28,7.5,34,18,12,15
ENSMUSG00000078249,1626,947,626,1221.17,790.58,666.17,1127.83,1548,938.67,1042.5,1312.83,1428.17,1153.67
ENSMUSG00000083618,732,0,0.5,2,0,1,1,0,0.5,0,0,0,0
ENSMUSG00000025158,2489,660,346,734,253,199,392.5,695,586,650,532,512,405
ENSMUSG00000025156,2879,1308.5,847,1333,1185.5,1060.5,1416,2258.5,1443,1366.5,1172,1386,1191.5
ENSMUSG00000025155,3758,633,335,661,510,346,431.5,832,539,469,470,482,441
ENSMUSG00000025153,10947,2555,1545,2946,1609,1181,1650,5596,1539,1391,1391,1504,1599
ENSMUSG00000048445,3743,69,35,93,24,29,34,146,26,49,32,56,38
ENSMUSG00000087638,497,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025161,5318,2577,1743,2165,1892,1861,3259,1459,1556,1592,2021,2275,2214
ENSMUSG00000025162,5022,5578,3265,5535,5797,4731,6585,8367,6141,5943,5750,6083,5884
ENSMUSG00000100629,778,0,0,0,0,1,0,0,0,0,0,0,1
ENSMUSG00000081686,293,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086835,773,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080616,125,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025163,1133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039364,2780,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025165,1692,0,0,16,5,10,20,0,0,0,0,0,9
ENSMUSG00000083137,168,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084853,336,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082510,981,146.22,112.53,203.08,173.07,145.58,231.7,270.82,148.58,180.95,207.17,204.28,196.55
ENSMUSG00000039337,2046,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039329,1872,0,0,0,0,0,0,5,0,0,0,0,0
ENSMUSG00000039321,1703,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081835,455,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000025169,1308,317,138,322,207,152,285,342,241,271,251,326,229
ENSMUSG00000039307,4723,297.76,224.67,315.4,125,57.22,161,287.2,195.1,336.2,153,172.2,204
ENSMUSG00000039294,4213,4271,2397,3892,3113,3165,4459,6217,4814,4655,4645,4618,4377
ENSMUSG00000000056,4806,1313,891,1196,125,149,210,1779,1774,1774,715,681,493
ENSMUSG00000039275,5258,2995.5,1638,2746.5,1834.5,1828,2500.5,2872,3161,3096.5,2998,3013.5,2955.5
ENSMUSG00000025173,4562,1938.5,1234,2261,1930.5,1848,2474.5,2544.17,1830.62,2137,2330.5,2436.5,2611
ENSMUSG00000025170,2008,1,4,17,0,4,9,6,1,11,4,13,17
ENSMUSG00000098981,60,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083155,335,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039253,2520,272,232,387,154,139,178,701,435,455,259,222,234
ENSMUSG00000025175,4399,90,27,43,0,12,7,171,61,49,29,26,22
ENSMUSG00000039230,8096,1598,752,1436,924,816,1383,1903,1284,1219,1054,1192,904
ENSMUSG00000039238,3232,0,0,0,0,3,1,4,0,0,0,1,1
ENSMUSG00000046605,3518,319,199,437,112,101,216,362,242,391,376,370,224
ENSMUSG00000039208,1586,138,41,75,245,139,232,43,99,70,169,124,150
ENSMUSG00000085126,638,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099690,202,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085970,383,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039198,3456,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084401,1316,5.33,13,14,0,3,12,5,7,3,2,2,11
ENSMUSG00000086684,404,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082947,427,0,0,0,0,0,2,0,2,0,0,0,0
ENSMUSG00000082831,1177,0,0,0,0.5,0,0,0,0,0.5,0,0,0
ENSMUSG00000113740,836,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113763,121,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091834,997,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113784,867,0,0.4,1.67,0,0,0,0,0,0,0,0,0
ENSMUSG00000113920,1151,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113560,497,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113651,1628,74,48.5,121.5,142,76.5,158.5,146.5,88,128,193,103,145
ENSMUSG00000112973,148,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091304,2632,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113271,1387,0,0,2.33,0,0,0,0,0,0,0,0,0
ENSMUSG00000114003,781,1194.93,610.98,1238.18,1152.99,868.33,1277.71,866.29,651.2,536.95,618.53,739.9,470.78
ENSMUSG00000112968,355,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113636,1037,7.5,3,4,2.5,7,10,18.5,11,1.5,11,12,9
ENSMUSG00000096107,1627,4.17,0.67,6,5.17,4.83,10.67,15.67,10,3.43,9.75,10.5,10
ENSMUSG00000113534,780,0,0,0,0,0,0,0,0,0,5,0,0
ENSMUSG00000097709,8789,191.5,53,146,37,19,48,93,95.5,60,46,63,77
ENSMUSG00000021218,10558,15851,9491.5,16287.5,7573.17,7268,11396,13303.45,14167.31,12900.5,10794,11465,9026.5
ENSMUSG00000113894,1234,129,81,115,43,36,50,84,97,141,32,32,73
ENSMUSG00000033799,12454,2558,1339.5,2183,3529,2148,2462,2796.5,1792.5,2200,2192.67,2350,2731.67
ENSMUSG00000033781,5395,959,429,852,583,430,569,855,612,734,554,643,436
ENSMUSG00000088475,114,0,1,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000113759,773,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113259,695,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063130,1421,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114091,1880,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033765,917,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099269,589,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021215,5217,81.5,35,44,32.5,19,34,45,9.5,11,17,14,17.5
ENSMUSG00000113128,1040,11,4,0,7,6,4,7,0,0,0,2,2
ENSMUSG00000021216,3159,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044988,1478,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093010,124,0,0,0,0,0,0,0.33,0,2,0,0,0
ENSMUSG00000113667,2659,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110055,901,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033715,3239,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113788,1285,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113517,3334,0,1,0,0.33,0.14,0,0.5,0.5,0.5,0.5,0,0
ENSMUSG00000021214,1207,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113744,486,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112986,2836,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021213,1434,47.5,39,70.5,21.5,29,43,22,10.5,5,36.5,25,22.5
ENSMUSG00000071551,5892,0,0,0,3.75,2.5,1.75,0,0,0,1.25,1.5,0
ENSMUSG00000086265,291,0,0,0,0.75,0.5,0.25,0,0,0,0.25,0,0
ENSMUSG00000021211,1261,25.5,5,9.5,3.5,6,4,4,3.5,4,13.5,3,4.5
ENSMUSG00000113175,4257,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113004,3737,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021210,2033,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113214,441,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054757,1861,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021207,1502,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045410,3640,321,215,238,118,192,237,176,208,262,186,215,221
ENSMUSG00000094772,1323,41.41,14.06,33.44,29.44,19.55,30.23,23.55,12.59,17.83,18.18,21.93,13.16
ENSMUSG00000113717,1519,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053499,2468,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113866,776,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077473,132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113668,388,0,1,0,1,1,0,0,0,1,0,0,0
ENSMUSG00000114098,2962,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114053,4402,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080562,91,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100625,740,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000078,4391,5734,3695,6381,3605,4362,6025,16140,5822,4708,7610,7720,6361
ENSMUSG00000113757,769,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113017,1303,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077971,97,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113054,634,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113483,372,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113765,776,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114097,719,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101540,1944,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114195,650,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021193,4787,1551,820,1366,865,703,921,1089,696,847,812,884,671
ENSMUSG00000021196,13401,98,48,53,202,76,217,75,37,46,90,109,91
ENSMUSG00000068324,330,101.72,51.32,99.22,93.21,75.29,115.46,63.37,52.71,37.37,64.76,49.57,35.12
ENSMUSG00000113545,270,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113932,569,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114017,627,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076407,110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113241,1893,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113112,1333,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113225,591,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112939,148,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113828,109,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113316,1279,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113508,2786,2,0.5,0,1.5,2,2,0.5,4.5,0,4,0.83,0.5
ENSMUSG00000113412,1236,5,8.5,28.83,32.5,18.67,31.33,19.33,16.67,13.67,35.83,21,21
ENSMUSG00000114126,758,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052551,13114,0,0,0,4,8,1,0,0,0,0,6,15
ENSMUSG00000113810,686,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000113073,3856,0,0,0,2,0,0,5,0,0,0,0,2
ENSMUSG00000072421,264,3.75,3.51,8,9.62,6.57,8.57,4.09,4.17,5.47,8.72,7.7,4.09
ENSMUSG00000113978,3829,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113742,4616,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113391,1101,0,0,0,4,2,1,0,0,0,0,3,2
ENSMUSG00000021147,10936,2333.67,1369.75,2266.17,1854.25,1512,2126.67,3376.58,2414.75,2247.33,1982.5,2355.75,2047
ENSMUSG00000114094,1274,34,32,27,15.2,18,35.5,46,82,13,35,33,22
ENSMUSG00000113589,1765,6,2,3,12,0,0,2,0,0,9,0,0
ENSMUSG00000113245,910,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000058258,3505,114.67,74.5,84,89.67,92.67,132.5,80.83,108.33,88.17,107.5,139,123
ENSMUSG00000076030,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061988,642,95.45,44.75,102.5,59,49.75,85.25,43.5,23.08,32,29.25,45.83,25.5
ENSMUSG00000021148,858,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077484,135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096771,133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033520,2253,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095414,133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021149,9566,1025,452,785.5,2518.5,1890,2499.5,1241,913,811,1924,1933.7,2168.64
ENSMUSG00000113466,316,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113731,234,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113543,1367,0,0,0,0,0,0,0,0,0,0.25,0,0
ENSMUSG00000033499,8464,3534,2252,3747,4083.5,3546,5074.33,6065,3656,3490,3356,3744.5,4051
ENSMUSG00000088442,295,0,0,0,6,3,3,9,0,7,0,2,6
ENSMUSG00000099428,151,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113936,1435,43.5,11,43.33,61,29.5,40.33,46.5,34.33,27.67,40,39,37
ENSMUSG00000113455,968,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113755,203,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048264,8235,559,340,588,507.5,482.5,480.5,612,770,881,736.5,839,810
ENSMUSG00000113922,1553,6,0,0,5,0,3,0,4,3,0,19,8
ENSMUSG00000113984,1618,0.5,0,0,16,6,6,0,1,1,0,20,0
ENSMUSG00000113065,4024,14,4,10,14.25,22,8,6.5,21,19,4,8,29
ENSMUSG00000113869,662,0,0,0,13,1,4,0,0,0,3,0,0
ENSMUSG00000097859,3551,1,8,4,3,1,0,6,16,6,6,1,15.75
ENSMUSG00000112955,2644,0,0,1,0,0,8,6,0,0,4,4,4
ENSMUSG00000112948,2520,0.17,0,4.54,3,0.2,0,0.33,0,0,0,4,6.8
ENSMUSG00000113905,4129,22,5.5,13,22.5,10,14,10,18,9,28.5,12,23
ENSMUSG00000088366,248,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113355,1761,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114138,1476,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021156,10955,3171.67,1680,3280.17,1929.67,1603.5,2162.5,2907.67,2979.83,2719.67,1963.67,2573.83,2107.67
ENSMUSG00000113885,451,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113650,3139,16,20,15,35,17,35,52,71,36,20,35,50
ENSMUSG00000113754,223,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088609,57,31804.22,14414.27,21316.06,60044.08,7811.69,10188.32,18814.98,41130.8,23282.49,36712.89,36175.44,56929.37
ENSMUSG00000046159,6253,0,1,2,0,4,4,0,0,0,9,1,0
ENSMUSG00000113146,1141,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113502,3182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113680,5563,0,0,0,0,0,0,0,0,0,0,0.12,0
ENSMUSG00000113695,1031,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113261,2705,0.56,0.22,1.37,1.25,0,1.81,0.11,0.75,0,0,0.45,0
ENSMUSG00000097009,7559,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113758,828,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113243,638,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093260,83,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114134,584,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113673,3667,0.94,0.92,0,0.4,0,0,0.25,0,0,0,0,0
ENSMUSG00000077618,120,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113593,1630,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113799,649,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021313,28790,21,0,1,56,21,33,11,1,0,61,52.5,80.33
ENSMUSG00000113269,3487,0,0,0,0,0,3,0,0,0,3,0,8
ENSMUSG00000098110,986,4,1,2.5,1,4,7,1,2,2.5,1,1.5,3
ENSMUSG00000112947,4714,0,0,0,0,0.1,0.11,0,0,0,0,2,11
ENSMUSG00000113347,211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113848,625,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113789,1824,19,9,23,6,10,11,10,8,3,38,36,32
ENSMUSG00000021311,8524,3646,2134,3492,2086,2205,2971,4515,3486,3577,3648,3773,3651
ENSMUSG00000113036,478,162.5,136,179.5,140.5,111,259.5,203.5,140,139.5,219.5,166.5,172.5
ENSMUSG00000052374,3795,0,0,0,22,2,13,5,0,0,13,1,8
ENSMUSG00000094185,480,4,6,22,9,6,3,13.5,11,5.33,12,1.5,4.33
ENSMUSG00000050244,7828,2747,1599,2732,5551,5591,6634,4732,2306,2325,4835,5281,6071
ENSMUSG00000113931,466,0.2,0,0.32,3,0.14,0,0,0,0,0,0,0
ENSMUSG00000057554,3688,2727.5,1543,3155,3361.5,2619.5,3754.5,3605,2631.5,2933,3051.5,3442.5,3305
ENSMUSG00000095105,6668,0,6,0,0,0,0,3,0,0,2,0,0
ENSMUSG00000114115,1041,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057069,6653,844,479.5,808.5,652,622.5,980.5,1467,526,696.5,729,865.5,773
ENSMUSG00000065158,227,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000097715,4716,3018.5,2129,2966.5,1625,1421.5,1949.17,2842.5,2009,2364.5,1526.67,1681.5,1501.5
ENSMUSG00000088112,264,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113021,357,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113308,193,7,3.5,0,0,1.5,4,0,0,0,0,0,0
ENSMUSG00000113996,420,36,6,6,2.5,2,10,1,0,0,4,0,0
ENSMUSG00000113148,368,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113914,404,0.2,0,0,0,0,2.11,0,0,0,0,0,0
ENSMUSG00000078141,225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113448,384,34.98,16.2,17.67,49.53,31.42,39.77,29.83,28,30.43,39.67,40.18,45.07
ENSMUSG00000056457,1360,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113053,1946,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113117,756,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113353,1443,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113256,256,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079092,1090,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113049,2394,0,0,0,0,0,0,0,0,0,1,0,0.12
ENSMUSG00000113150,1928,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113567,515,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113624,1537,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113319,725,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113675,2010,0,0,0,0,0,0.25,0,0,0,0,0,0
ENSMUSG00000113908,2448,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055360,1177,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113221,1541,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113371,252,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113729,263,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061724,733,296.41,138.85,292.05,266.58,257.51,392.7,318.8,255.13,223.71,268.41,256.91,257.81
ENSMUSG00000114152,951,18,6.5,7.5,5,6.5,5,24.5,9.5,4,10,4,8
ENSMUSG00000112938,416,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096198,100,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113027,443,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110123,915,57.5,37.5,75.5,61.5,51.5,104,118,52,38.5,79.5,80.5,76
ENSMUSG00000084734,188,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021306,5026,3606,2448,3357.5,1729.5,1693,2302.83,2662.5,2523.5,2515,1938.33,1968,1686
ENSMUSG00000088470,297,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113445,355,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113444,354,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094865,404,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005397,6943,0,0,0,1,8,1,0,0,0,7,0,0
ENSMUSG00000113380,1209,0,0.17,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114068,1080,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019726,17459,4171.25,2351.89,3997.96,4134.05,3128.86,3957.33,4964.25,2152.5,2558,1532.17,1894,1783.88
ENSMUSG00000021303,3340,0.5,7.25,5.25,6.75,1.33,6.75,8.25,7.25,18,3,20.92,23
ENSMUSG00000087898,290,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113493,1074,0,0,0,0,0,0,0,0,0,0,0,0
